tweet_id,name,party,state,text,date
t_1421621652710989825,Amy Klobuchar,D,MN,rep. jim ramstad faithful public servant true mentor work democrats republi…,"7/31/2021, 4:59:49 PM"
t_1421620867352731650,Benjamin Cardin,D,MD,"rt @mdotnews: icymi: @secretarypete discusses @portofbalt & infrastructure tour @govlarryhogan, mdot sec. greg slater, port e…","7/31/2021, 4:56:41 PM"
t_1421620282880663555,Matt Gaetz,R,FL,rt @rsbnetwork: @mattgaetz's truths: 1. mask mandates stupid 2. lockdowns deadly 3. vaccine passports passport f…,"7/31/2021, 4:54:22 PM"
t_1421620061069053954,Matt Gaetz,R,FL,rt @rsbnetwork: .@mattgaetz right! need republican fighters help us fight swamp work people!,"7/31/2021, 4:53:29 PM"
t_1421619793258590209,Ayanna Pressley,D,MA,rt @chuckmodi1: “we’ve fighting fight january” congresswoman ayanna pressley discusses “escalating activism” prior last…,"7/31/2021, 4:52:25 PM"
t_1421618947028393986,Joaquin Castro,D,TX,rt @diegobernaltx: one republican—other @replylelarson—said anything @gregabbott_tx preventing school districts requir…,"7/31/2021, 4:49:04 PM"
t_1421618905412481025,Joaquin Castro,D,TX,rt @diegobernaltx: don’t tell back work you’re upset football conferences governor send…,"7/31/2021, 4:48:54 PM"
t_1421618272210984960,Matt Gaetz,R,FL,rt @rsbnetwork: racist require voter id! racist assume certain races id!,"7/31/2021, 4:46:23 PM"
t_1421617084228902918,Tony Cárdenas,D,CA,"i’m fight you, @repmaxinewaters! won’t stop families across country protected ev…","7/31/2021, 4:41:39 PM"
t_1421616771761643521,Eric Swalwell,D,CA,@mtgreenee couldn’t walk around rope line?,"7/31/2021, 4:40:25 PM"
t_1421616666136522754,Teresa Leger Fernandez,D,NM,slow & unreliable broadband holds back millions rural americans. internet connections help doctors consult…,"7/31/2021, 4:40:00 PM"
t_1421615450828546049,Carlos Gimenez,R,FL,"hoy uno miles de residentes del sur de la florida en apoyo los pueblos de #cuba, #venezuela y #nicaragua en…","7/31/2021, 4:35:10 PM"
t_1421615409254604806,Michael Turner,R,OH,#icymi: recent statement discovery second icbm base china ↓ full statement:…,"7/31/2021, 4:35:00 PM"
t_1421615164814774272,Vicky Hartzler,R,MO,children soldiers taught ashamed based skin color s…,"7/31/2021, 4:34:02 PM"
t_1421615050331144194,Susie Lee,D,NV,"icymi: week, introduced open access evapotranspiration (openet) act @sencortezmasto. bill wil…","7/31/2021, 4:33:34 PM"
t_1421614471915655172,Michael Turner,R,OH,rt @wrightpattafb: #dyk fairfield air depot supplied everything airplane parts engines shoelaces. ️take look back the…,"7/31/2021, 4:31:17 PM"
t_1421614329443635203,Matt Gaetz,R,FL,"rt @rsbnetwork: ""what hell capitol police setting office tampa, florida?!"" need elected officials f…","7/31/2021, 4:30:43 PM"
t_1421614304667881472,Michael Turner,R,OH,rt @housegop: inflation tax every american increased every month biden took office. americans afford biden…,"7/31/2021, 4:30:37 PM"
t_1421614145162686464,Matt Gaetz,R,FL,rt @rsbnetwork: florida embraces freeedom! @mikenificent813 spoke @mattgaetz briefly florida man freedom tour!,"7/31/2021, 4:29:59 PM"
t_1421613825971920901,Cindy Hyde-Smith,R,MS,"heartbroken learn jt's passing. always enjoyed jt man true beliefs, faith, family.…","7/31/2021, 4:28:43 PM"
t_1421612951757275136,Matt Gaetz,R,FL,rt @rsbnetwork: .@mattgaetz ready ignite patriotic spirit!,"7/31/2021, 4:25:14 PM"
t_1421612598714318848,Matt Gaetz,R,FL,"rt @rsbnetwork: ""i want win majority back want worthy winning. way worthy winning show…","7/31/2021, 4:23:50 PM"
t_1421612295818522632,Barbara Lee,D,CA,"discussed civic engagement, non-violence, racial justice & equality & importance taking baton run…","7/31/2021, 4:22:38 PM"
t_1421612293050228736,Barbara Lee,D,CA,"today, met peggy wallace kennedy & young people alabama & martin luther king jr. freedom center whi…","7/31/2021, 4:22:37 PM"
t_1421611884625625094,Josh Harder,D,CA,richest americans sitting yachts getting richer second. least pay share taxes.,"7/31/2021, 4:21:00 PM"
t_1421611655088181253,Veronica Escobar,D,TX,"rt @texastribune: parents, physicians, health experts, teachers advocates pleading gov. greg abbott allow school districts…","7/31/2021, 4:20:05 PM"
t_1421610432771629056,Rand Paul,R,KY,hell durham report… (just asking friend),"7/31/2021, 4:15:14 PM"
t_1421610336508067840,Matt Gaetz,R,FL,rt @rsbnetwork: .@mattgaetz true fighter!!!,"7/31/2021, 4:14:51 PM"
t_1421609157032091649,Ayanna Pressley,D,MA,rt @repjimmygomez: millions renters risk eviction urgently need help. that’s asking @potus and…,"7/31/2021, 4:10:09 PM"
t_1421608273359343622,Ben Luján,D,NM,rt @nmdoh: vaccinated: opt sweepstakes: - vacúnese:,"7/31/2021, 4:06:39 PM"
t_1421607858899148803,Frank Pallone,D,NJ,oceanport municipal complex dedication mayor coffey. municipal building now named honor clem somm…,"7/31/2021, 4:05:00 PM"
t_1421607103312011267,Alan Lowenthal,D,CA,"without medicare & medicaid, millions vulnerable americans wouldn’t access life-saving health care. this…","7/31/2021, 4:02:00 PM"
t_1421606851586580482,Carolyn Bourdeaux,D,GA,right vote foundation democracy. @thejusticedept must allowed seek truth georgia.,"7/31/2021, 4:01:00 PM"
t_1421605856446197760,Cynthia Lummis,R,WY,it’s beautiful day cheyenne there’s nowhere i’d rather @chefrontierdays!,"7/31/2021, 3:57:02 PM"
t_1421604586549256193,Betty McCollum,D,MN,washington county officials reminding residents wary pam infections swimming local lakes p…,"7/31/2021, 3:52:00 PM"
t_1421604369502507019,Tom Malinowski,D,NJ,"covid-19 expanded need telehealth tele-education solutions everywhere, millions rural americ…","7/31/2021, 3:51:08 PM"
t_1421604159476932609,John Barrasso,R,WY,"rt @senhydesmith: forestry ag leading industry mississippi, know dangers logging & sawmills. eco-terrorist tree spikes…","7/31/2021, 3:50:18 PM"
t_1421604109342359552,Anthony Gonzalez,R,OH,rt @repyoungkim: securing continued u.s. energy independence requires american innovation & public-private collaboration address energy…,"7/31/2021, 3:50:06 PM"
t_1421604083136401410,Bill Hagerty,R,TN,discussed yesterday’s procedural vote senate infrastructure new legislation end white hou…,"7/31/2021, 3:50:00 PM"
t_1421603282502434816,Robert Portman,R,OH,"i’m proud support leaders tech industry bipartisan legislation. support,…","7/31/2021, 3:46:49 PM"
t_1421603281030295552,Robert Portman,R,OH,"earlier week, introduced bipartisan deepfake task force act establish deepfake task force at…","7/31/2021, 3:46:48 PM"
t_1421602958270156801,Richard Blumenthal,D,CT,thrilled participate uss hyman g. rickover’s christening. electric boat & fantastic workforce—which spent…,"7/31/2021, 3:45:32 PM"
t_1421602960191205379,Richard Blumenthal,D,CT,wish good luck & safe travel another world-class submarine will officially enter fleet next year.,"7/31/2021, 3:45:32 PM"
t_1421602896496431106,Sylvia Garcia,D,TX,"thursday, united airlines announced decision proceed outsourcing catering jobs third-party vend…","7/31/2021, 3:45:17 PM"
t_1421602824983519237,Patty Murray,D,WA,way health care shouldn’t determine ability access abortion. that’s i’m working ens…,"7/31/2021, 3:45:00 PM"
t_1421602214376845315,Henry Cuellar,D,TX,"dhs agents, & border communities, overwhelmed & must prioritized. dhs will encounter 180,000…","7/31/2021, 3:42:34 PM"
t_1421601965126062083,Elaine Luria,D,VA,rt @governorva: virginia one effective rent relief programs country—and assistance still available tenants an…,"7/31/2021, 3:41:35 PM"
t_1421601381643866115,Jacky Rosen,D,NV,let’s vaccinated nevada!,"7/31/2021, 3:39:16 PM"
t_1421600473505742849,Marsha Blackburn,R,TN,fully vaccinated americans tested positive covid-19. mask mandates lockdowns ration…,"7/31/2021, 3:35:39 PM"
t_1421600238880665602,Robert Latta,R,OH,#middletontownship #vfd haskins always great chicken #barbecue benefit department. thanks al…,"7/31/2021, 3:34:43 PM"
t_1421599282973528068,Bernard Sanders,I,VT,"paid $20 mail federal express package overnight, paid federal express paid feder…","7/31/2021, 3:30:55 PM"
t_1421599060570648577,Ann Kirkpatrick,D,AZ,"thank @amyklobuchar endorsement local journalism sustainability act! said, so…","7/31/2021, 3:30:02 PM"
t_1421599025300652034,Ayanna Pressley,D,MA,"rt @repjayapal: extending eviction moratorium matter life death communities represent. @reppressley, @repcori,…","7/31/2021, 3:29:54 PM"
t_1421598927556579328,Kevin McCarthy,R,CA,"inflation tax increase every american. yet ohio last week, president biden said: “i don’t know anybody ……","7/31/2021, 3:29:31 PM"
t_1421598744034877441,Kamala Harris,D,CA,"first half year, economy grown fastest rate nearly 40 years. good sign.","7/31/2021, 3:28:47 PM"
t_1421597492685144072,Young Kim,R,CA,partnerships energy security & innovation act will help secure continued us energy independence fosterin…,"7/31/2021, 3:23:48 PM"
t_1421597473156464643,Young Kim,R,CA,securing continued u.s. energy independence requires american innovation & public-private collaboration address…,"7/31/2021, 3:23:44 PM"
t_1421596533385011202,Kim Schrier,D,WA,national prescribed fire act will invest hazardous fuels management increasing pace scale presc…,"7/31/2021, 3:20:00 PM"
t_1421596170300837892,Kathy Castor,D,FL,"@jean_twenge @jonhaidt @nytimes thank @jonhaidt research. kids deserve online privacy protection,…","7/31/2021, 3:18:33 PM"
t_1421595719161548800,Theodore Deutch,D,FL,"rt @repteddeutch: protests spread cities across iran, @statedept monitoring reports internet outages & security forces firi…","7/31/2021, 3:16:46 PM"
t_1421595707581075460,Theodore Deutch,D,FL,"rt @repteddeutch: latest case @govrondesantis caring political standing floridians' well-being: $3,600,000 of…","7/31/2021, 3:16:43 PM"
t_1421595690770313217,Theodore Deutch,D,FL,rt @repteddeutch: lest anyone forgets: @govrondesantis & every fl congressional republican opposed american rescue plan. now - aga…,"7/31/2021, 3:16:39 PM"
t_1421595620847071233,Theodore Deutch,D,FL,"afghans & families helped american servicemembers, diplomats, intelligence officers complete their…","7/31/2021, 3:16:22 PM"
t_1421595241241526280,Charles Grassley,R,IA,everyone asking champions senate softball tournament gr8 season iowins 9-0 @ washington d.c.,"7/31/2021, 3:14:52 PM"
t_1421594552406790150,John Cornyn,R,TX,rt @dancrenshawtx: doj says “intends pursue appropriate legal remedies ensure texas interfere functions…,"7/31/2021, 3:12:07 PM"
t_1421594465391681536,John Cornyn,R,TX,rt @georgepbush: congratulations 145 new texas state troopers graduated class a-21. thank protecting texas.,"7/31/2021, 3:11:47 PM"
t_1421594023492456453,Raja Krishnamoorthi,D,IL,"please join zoom town hall monday, august 2 @ 5:30pm ct. always appreciate hearing constituents…","7/31/2021, 3:10:01 PM"
t_1421593350499622915,Raphael Warnock,D,GA,"health care human right. expanding health care georgia, dramatically improve health…","7/31/2021, 3:07:21 PM"
t_1421593274909868039,Pramila Jayapal,D,WA,"extending eviction moratorium matter life death communities represent. @reppressley,…","7/31/2021, 3:07:03 PM"
t_1421592759035695106,Jimmy Panetta,D,CA,extremely disappointed federal aviation administration's (faa) decision adopt serfr/big su…,"7/31/2021, 3:05:00 PM"
t_1421592697530470410,Ed Case,D,HI,attention o’ahu: free easy covid-19 testing thru august 7th city county honolulu. details pre-r…,"7/31/2021, 3:04:45 PM"
t_1421592482572288001,Beth Van Duyne,R,TX,good luck finals tonight #haileyhernandez! you’ve made texas proud! #tokyo2020,"7/31/2021, 3:03:54 PM"
t_1421591503969783808,Dina Titus,D,NV,partnerships community organizations health centers critical countering vaccine hesitancy. pr…,"7/31/2021, 3:00:01 PM"
t_1421591121612902402,Pramila Jayapal,D,WA,rt @reppressley: #evictionmoratorium expires midnight. options must table. colleagues & sent urgent lett…,"7/31/2021, 2:58:29 PM"
t_1421590918944235532,Pramila Jayapal,D,WA,rt @usprogressives: urge members stand solidarity @repcori’s direct action capitol today prevent millions people…,"7/31/2021, 2:57:41 PM"
t_1421590734399021056,Ted Cruz,R,TX,rt @sentedcruz: vaccine mandates. mask mandates. vaccine passports.,"7/31/2021, 2:56:57 PM"
t_1421590385747431424,Pramila Jayapal,D,WA,domestic workers left behind labor laws far long. workers — often women o…,"7/31/2021, 2:55:34 PM"
t_1421588744826671110,John Cornyn,R,TX,rt @repjamesfrank: 1) vaccine safe effective 2) vaccine available everyone 3) enjoy life thankful live in…,"7/31/2021, 2:49:03 PM"
t_1421588442320932864,John Cornyn,R,TX,rt @jonathanvswan:,"7/31/2021, 2:47:51 PM"
t_1421588384871505923,Frank Pallone,D,NJ,.@andrewzwicker right federal government needs provide funding ev charging stations.…,"7/31/2021, 2:47:37 PM"
t_1421588254072184833,Mark Warner,D,VA,"got lot infrastructure needs virginia: i-81, i-64, rail expansion, road bridge repair. bipart…","7/31/2021, 2:47:06 PM"
t_1421587842137051136,Patty Murray,D,WA,"need extend eviction moratorium—it's matter public health well looming economic crisis, and…","7/31/2021, 2:45:28 PM"
t_1421587843042906112,Patty Murray,D,WA,"we’re fortunate eviction moratorium bridge place washington state, national eviction crisi…","7/31/2021, 2:45:28 PM"
t_1421587843894366209,Patty Murray,D,WA,cities & states federal rental mortgage assistance door—we whatever to…,"7/31/2021, 2:45:28 PM"
t_1421587743361077258,Adriano Espaillat,D,NY,"rt @repespaillat: protecting right vote partisan, tell republican colleagues?","7/31/2021, 2:45:04 PM"
t_1421587577480560643,Rick Scott,R,FL,la vacuna funciona y es una buena defensa contra el covid-19. insto todos que hablen con su médico y se vacunen,"7/31/2021, 2:44:24 PM"
t_1421587569620434945,Kevin Hern,R,OK,pelosi told capitol police arrest staff refused wear mask… yet biden & pelosi letting al…,"7/31/2021, 2:44:23 PM"
t_1421586613168222217,Rick Scott,R,FL,vaccine works best defense covid-19. urge everyone talk doctor vaccina…,"7/31/2021, 2:40:35 PM"
t_1421585545453391872,Stacey Plaskett,D,VI,always good share,"7/31/2021, 2:36:20 PM"
t_1421585394198536196,Jenniffer González-Colón,R,PR,grateful colleagues @repfranklucas @michaelgwaltz @repbrianbabin & @congpalazzo taking time com…,"7/31/2021, 2:35:44 PM"
t_1421585359247450122,Ayanna Pressley,D,MA,"rt @mollynagle3: .@aoc joins @coribush @reppressley, pup tow, protest cdc eviction moratorium expiring midnight","7/31/2021, 2:35:36 PM"
t_1421585312422129670,Stacey Plaskett,D,VI,rt @repjeffries: biden economy fastest growing 40 years. millions good-paying jobs created. enacted massi…,"7/31/2021, 2:35:24 PM"
t_1421585095908110340,Ayanna Pressley,D,MA,rt @erinmcaleer1:  (and thank ma’s @reppressley!!),"7/31/2021, 2:34:33 PM"
t_1421584453911027712,Bill Hagerty,R,TN,"following trip guatemala may, great meet guatemalan economy minister antonio malouf, econom…","7/31/2021, 2:32:00 PM"
t_1421583985247928326,Raja Krishnamoorthi,D,IL,"arthur, will truly missed.","7/31/2021, 2:30:08 PM"
t_1421583841374973957,Joni Ernst,R,IA,".@epagov @usacehq failed provide answers decision repeal & replace clearer, flexib…","7/31/2021, 2:29:34 PM"
t_1421583401870581764,Matt Gaetz,R,FL,"rt @rsbnetwork: tonight! catch america's favorite #floridaman @mattgaetz freedom tour largo, fl 6 pm eastern! broadcast w…","7/31/2021, 2:27:49 PM"
t_1421582692219375616,Elise Stefanik,R,NY,welcome joe biden’s america.,"7/31/2021, 2:25:00 PM"
t_1421582150852296708,Ayanna Pressley,D,MA,"rt @cbsthismorning: congresswomen cori bush, ilhan omar ayanna pressley slept outside u.s. capitol friday night protest th…","7/31/2021, 2:22:51 PM"
t_1421581799382208515,Lisa Murkowski,R,AK,weekend @eielsonairforce base hosting 2021 arctic lightning air show—a great opportunity appreciate…,"7/31/2021, 2:21:27 PM"
t_1421581770424733697,Ayanna Pressley,D,MA,rt @vtg2: eight progressive democrats led reps. ayanna pressley cori bush told biden letter looming eviction crisis dema…,"7/31/2021, 2:21:20 PM"
t_1421581480841646083,Mark Kelly,D,AZ,senator carl levin public servant dedicated supporting service members…,"7/31/2021, 2:20:11 PM"
t_1421580982436704264,Marsha Blackburn,R,TN,rt @nextrevfnc: tomorrow! @marshablackburn returns #nextrevfnc! tune 9pm et @foxnews!,"7/31/2021, 2:18:12 PM"
t_1421580873326018562,John Cornyn,R,TX,"rt @tonygonzales4tx: two years ago retired navy 20 years honorable service. fought iraq, fought afghanistan,…","7/31/2021, 2:17:46 PM"
t_1421580758607609858,Jesús García,D,IL,rt @usprogressives: congress made commitment american people: staving coming eviction crisis “moral imperative.” th…,"7/31/2021, 2:17:19 PM"
t_1421580630215774212,Robert Portman,R,OH,great see little miami scenic trail cincinnati garnering national attention. trail truly treas…,"7/31/2021, 2:16:48 PM"
t_1421580413085134848,Jimmy Gomez,D,CA,millions renters risk eviction urgently need help. that’s asking @potus…,"7/31/2021, 2:15:56 PM"
t_1421580175704301579,Tom O’Halleran,D,AZ,#az01 rural & tribal communities experience outdated broadband infrastructure nation. w…,"7/31/2021, 2:15:00 PM"
t_1421579821394628615,Lisa McClain,R,MI,fallout misguided decision pull afghanistan. china empowering taliban. country…,"7/31/2021, 2:13:35 PM"
t_1421577341134835712,A. Ferguson,R,GA,rt @houseaggop: access quality internet rural communities priority #1⃣ @houseaggop. bipartisan broadband internet co…,"7/31/2021, 2:03:44 PM"
t_1421577325595009039,Antonio Delgado,D,NY,"week, secured crucial investments #ny19. click read newsletter & learn 7 project…","7/31/2021, 2:03:40 PM"
t_1421577229432238087,Sara Jacobs,D,CA,tune virtual town hall now!,"7/31/2021, 2:03:17 PM"
t_1421576765311434752,Robert Menendez,D,NJ,"rt @senwarren: march, @senatormenendez put provision covid relief bill make student loan forgiveness tax-free. i'm…","7/31/2021, 2:01:27 PM"
t_1421576652585193473,Alan Lowenthal,D,CA,"far long, american economy tilted favor wealthy big corporations. that’s v…","7/31/2021, 2:01:00 PM"
t_1421576544053510144,Tammy Duckworth,D,IL,food stamp act key tenet president lbj’s vision great society 57 years ago. build tha…,"7/31/2021, 2:00:34 PM"
t_1421576543671816194,Don Bacon,R,NE,inflation surged it’s fastest pace 2008 according @usdol. wages savings accounts losing value.…,"7/31/2021, 2:00:34 PM"
t_1421576405276573699,Sean Casten,D,IL,"icymi - week, house passed fy 2022 funding package. incredibly proud secured 10 community…","7/31/2021, 2:00:01 PM"
t_1421576402814619652,Brian Mast,R,FL,"$85,726. that’s much every american owes national debt. every time federal government spends do…","7/31/2021, 2:00:00 PM"
t_1421576010240118788,Ayanna Pressley,D,MA,#evictionmoratorium expires midnight. options must table. colleagues & sent urge…,"7/31/2021, 1:58:27 PM"
t_1421575930921750532,David Cawthorn,R,NC,rt @repkenbuck: mandates. shutdowns.,"7/31/2021, 1:58:08 PM"
t_1421575913066598400,David Cawthorn,R,NC,wonder why…,"7/31/2021, 1:58:03 PM"
t_1421575649060397056,Nancy Pelosi,D,CA,democrats’ #buildbackbetter agenda will tackle persistent economic challenges: rebuilding america…,"7/31/2021, 1:57:00 PM"
t_1421575543892348931,Lizzie Fletcher,D,TX,glad co-chair @newdemcoalition trade task force colleague rep. ron kind. trade important #tx07…,"7/31/2021, 1:56:35 PM"
t_1421575374031499269,Lloyd Doggett,D,TX,important information families eligible child tax credit: irs recently upgraded child tax…,"7/31/2021, 1:55:55 PM"
t_1421574764775329796,Elizabeth Warren,D,MA,great 20+ hbcus using relief funds help wipe student debt. understand debt c…,"7/31/2021, 1:53:30 PM"
t_1421574766050385924,Elizabeth Warren,D,MA,"march, @senatormenendez put provision covid relief bill make student loan forgiveness tax-…","7/31/2021, 1:53:30 PM"
t_1421574525825785859,Marsha Blackburn,R,TN,"188,000 illegal immigrants arrested southern border june alone. put perspective, tha…","7/31/2021, 1:52:33 PM"
t_1421574301547962371,Debbie Wasserman Schultz,D,FL,tell reluctant busy friends family: vaccinated. it’s safe & way beat this.…,"7/31/2021, 1:51:39 PM"
t_1421574135780503552,Ro Khanna,D,CA,"median black family owns $3,600 today. that’s 2% $147,000 median white family owns. when…","7/31/2021, 1:51:00 PM"
t_1421573855743778828,Charles Grassley,R,IA,drug pricing bills pharmaceutical co don’t sure back now fighting minimum intern…,"7/31/2021, 1:49:53 PM"
t_1421573632669716482,Donald Norcross,D,NJ,"nutrition assistance & new housing vouchers, among many critical supports, week passed legisl…","7/31/2021, 1:49:00 PM"
t_1421573601870950401,Larry Bucshon,R,IN,dc democrats shouldn’t ability sway guidance capitol attending physician dr. monahan. while…,"7/31/2021, 1:48:52 PM"
t_1421573425043320832,Mark Pocan,D,WI,"rt @sensanders: it’s disgrace eviction moratorium expire. rent due tomorrow. case anyone forgot, go…","7/31/2021, 1:48:10 PM"
t_1421573153512378373,Joaquin Castro,D,TX,death wish party. #gop,"7/31/2021, 1:47:06 PM"
t_1421572961732018182,Angie Craig,D,MN,"today #ruralbroadbandday! congress, i’m working bring high-speed internet every american - broa…","7/31/2021, 1:46:20 PM"
t_1421572815178842114,Paul Gosar,R,AZ,make america free again!,"7/31/2021, 1:45:45 PM"
t_1421572125111070722,Salud Carbajal,D,CA,millions rural americans held back slow broadband speeds complete lack access. reliable broadband…,"7/31/2021, 1:43:00 PM"
t_1421571142913904641,Katie Porter,D,CA,"record, too! ‍♀️","7/31/2021, 1:39:06 PM"
t_1421570608933003265,Alejandro Padilla,D,CA,voting rights continues top priority—and time essence. hard work bill t…,"7/31/2021, 1:36:59 PM"
t_1421570069201522688,Kurt Schrader,D,OR,"millions rural americans face slow #broadband speeds internet access all, limits econo…","7/31/2021, 1:34:50 PM"
t_1421569968911573002,Tim Scott,R,SC,glad see another #charleston native @khris22m rest @usabasketball team emerge triumphant cze…,"7/31/2021, 1:34:26 PM"
t_1421568316066435073,Alejandro Padilla,D,CA,voting rights continues top priority—and time essence. hard work bill t…,"7/31/2021, 1:27:52 PM"
t_1421566144302002179,Robert Portman,R,OH,"bipartisan infrastructure agreement won’t modernize & upgrade roads, bridges, ports & key infras…","7/31/2021, 1:19:14 PM"
t_1421565638896717827,Bernard Sanders,I,VT,"it’s disgrace eviction moratorium expire. rent due tomorrow. case anyone forgot, we've…","7/31/2021, 1:17:14 PM"
t_1421565518100799489,Andy Biggs,R,AZ,freedom > mandates,"7/31/2021, 1:16:45 PM"
t_1421565446738882561,Andy Biggs,R,AZ,rt @greg_price11: guess now know bowser waited saturday implement mask mandate,"7/31/2021, 1:16:28 PM"
t_1421565305130819591,Andy Biggs,R,AZ,rt @chandlerpolice: take look things july. #community #partnerships #chandleraz #lovechandler #chandlerpd #cha…,"7/31/2021, 1:15:54 PM"
t_1421565076167970817,Bill Hagerty,R,TN,modern progressives sure worldview superior they’ll exploit available avenues quash spe…,"7/31/2021, 1:15:00 PM"
t_1421564900372004869,Mark Pocan,D,WI,rt @usprogressives: congress made commitment american people: staving coming eviction crisis “moral imperative.” th…,"7/31/2021, 1:14:18 PM"
t_1421564824467558400,Ed Perlmutter,D,CO,set recommendations will help congress retain strong workforce become effective institution and…,"7/31/2021, 1:14:00 PM"
t_1421564321146937345,Donald Beyer,D,VA,"increasingly obvious two ""teams"" guys see (1) people care truth, justice, am…","7/31/2021, 1:12:00 PM"
t_1421564274623791105,Mark Pocan,D,WI,rt @repnikema: ready #extendthemoratorium. remarks written. flights missed. it’s unacceptable families may forced leave th…,"7/31/2021, 1:11:49 PM"
t_1421563291638374400,Mark Pocan,D,WI,pertinent reminder.,"7/31/2021, 1:07:54 PM"
t_1421563053846454273,Jahana Hayes,D,CT,read full statement eviction moratorium resources available constituents:,"7/31/2021, 1:06:58 PM"
t_1421563052240031751,Jahana Hayes,D,CT,"leaving dc now, disappointed congress failed extend eviction moratorium. spent yesterday reaching ou…","7/31/2021, 1:06:57 PM"
t_1421562422310096907,Ted Cruz,R,TX,rt @sentedcruz: nancy pelosi authority disrespect men women congress threatening fine put jail f…,"7/31/2021, 1:04:27 PM"
t_1421562214159470594,Mark Pocan,D,WI,"rt @repcori: 7 million neighbors facing eviction: here, going anywhere. must extend eviction mo…","7/31/2021, 1:03:37 PM"
t_1421562056386301953,Joe Manchin,D,WV,@newrivernps national park preserve named one world's greatest places @time magazine! yo…,"7/31/2021, 1:03:00 PM"
t_1421561654832156685,Elissa Slotkin,D,MI,huge congratulations east lansing’s @taylormanson4! showing grace grit pressure making…,"7/31/2021, 1:01:24 PM"
t_1421561598347460615,Ronny Jackson,R,TX,encourage veterans first responders #tx13 call war memorial center 806-350-8387 inf…,"7/31/2021, 1:01:11 PM"
t_1421561597047234563,Ronny Jackson,R,TX,icymi: texas panhandle war memorial center hosting third center brain health/brain performance ins…,"7/31/2021, 1:01:10 PM"
t_1421561304645443585,Guy Reschenthaler,R,PA,great see community come together prevent prescription drug abuse.,"7/31/2021, 1:00:01 PM"
t_1421561088970211336,Ted Cruz,R,TX,rt @sentedcruz: cdc’s willingness twist facts political expediency stunning.,"7/31/2021, 12:59:09 PM"
t_1421559670901248000,Margaret Hassan,D,NH,pleasure host virtual roundtable fellow new englander @secraimondo discuss investing broad…,"7/31/2021, 12:53:31 PM"
t_1421559504815235073,Yvette Herrell,R,NM,white house coherent message all? trying protect criticism n…,"7/31/2021, 12:52:51 PM"
t_1421559453569142786,Sheldon Whitehouse,D,RI,surprise. part continuing degradation court dark-money-built republican majority.,"7/31/2021, 12:52:39 PM"
t_1421559054900637707,Cori Bush,D,MO,"7 million neighbors facing eviction: here, going anywhere. must extend the…","7/31/2021, 12:51:04 PM"
t_1421558941952188418,Nikema Williams,D,GA,ready #extendthemoratorium. remarks written. flights missed. it’s unacceptable families may forced to…,"7/31/2021, 12:50:37 PM"
t_1421558943046938628,Nikema Williams,D,GA,state local governments #rentalassistance already provided congress need m…,"7/31/2021, 12:50:37 PM"
t_1421558807369555970,Jenniffer González-Colón,R,PR,now | press conference @naicobservatory @repfranklucas @michaelgwaltz @repbrianbabin & @congpalazzo. tu…,"7/31/2021, 12:50:05 PM"
t_1421558784699207680,Mariannette Miller-Meeks,R,IA,"today world ranger day, day recognize amazing park rangers care preserve wildlife p…","7/31/2021, 12:50:00 PM"
t_1421558207974158342,Jacky Rosen,D,NV,"last week, joined 11 colleagues calling president duda veto polish bill make impos…","7/31/2021, 12:47:42 PM"
t_1421558088222617602,Pramila Jayapal,D,WA,there’s question massive racial disparities broken health care system. lowering medic…,"7/31/2021, 12:47:14 PM"
t_1421557819925569537,Charles Grassley,R,IA,comes inequality hope liberal colleagues will read saturday wsj ed “a distorted view wealth ineq…,"7/31/2021, 12:46:10 PM"
t_1421557291099115526,Dina Titus,D,NV,week house approved legislation includes $9.9 million community projects championed.…,"7/31/2021, 12:44:04 PM"
t_1421557170550845440,Steve Womack,R,AR,celebrating #ar3 marshallese community families! @springdale_ar #strolltheatolls,"7/31/2021, 12:43:35 PM"
t_1421555764838113283,Carolyn Bourdeaux,D,GA,"parents, kids ready #backtoschool? join one week today vaccination drive you…","7/31/2021, 12:38:00 PM"
t_1421555609963569156,Mark Pocan,D,WI,rt @usprogressives: lived experience elected representatives matters. proud progressive caucus memb…,"7/31/2021, 12:37:23 PM"
t_1421555120194703360,Ayanna Pressley,D,MA,"rt @repbowman: standing solidarity @repmaxinewaters, @repcori, @reppressley, & @ilhan understanding white house con…","7/31/2021, 12:35:26 PM"
t_1421554815210041350,Mary Scanlon,D,PA,solemn day clifton heights community says goodbye captain tom royds. honor join clifto…,"7/31/2021, 12:34:13 PM"
t_1421554758284767234,Donald Beyer,D,VA,long supported mental health facilities resources. i’m glad see governor northam making e…,"7/31/2021, 12:34:00 PM"
t_1421554210261319685,Nancy Mace,R,SC,"also, pretty amazing story super women sc ties, including officer mulern jean, sro laurel hill in…","7/31/2021, 12:31:49 PM"
t_1421554187242930179,Fred Upton,R,MI,"republicans & democrats reach across aisle & put heads together, achieve anything. biparti…","7/31/2021, 12:31:44 PM"
t_1421554006338547715,Joseph Morelle,D,NY,climate change causing extreme weather events across world devastating effects comm…,"7/31/2021, 12:31:00 PM"
t_1421553343181230084,Tom Malinowski,D,NJ,tom secured nearly $79 million federal spending ensure 75 municipalities nj-07 continue pro…,"7/31/2021, 12:28:22 PM"
